ID,LOCATION,lat,long
4312,RRS,30.26878,-91.108278
4313,RRS,30.26878,-91.108278
4314,RRS,30.26878,-91.108278
4315,RRS,30.26878,-91.108278
4316,RRS,30.26878,-91.108278
4319,RRS,30.26878,-91.108278
4320,RRS,30.26878,-91.108278
4321,RRS,30.26878,-91.108278
4322,RRS,30.26878,-91.108278
4323,RRS,30.26878,-91.108278
4324,RRS,30.26878,-91.108278
4326,RRS,30.26878,-91.108278
4327,RRS,30.26878,-91.108278
4328,RRS,30.26878,-91.108278
4329,RRS,30.26878,-91.108278
4331,RRS,30.26878,-91.108278
4332,RRS,30.26878,-91.108278
4333,RRS,30.26878,-91.108278
4334,RRS,30.26878,-91.108278
4335,RRS,30.26878,-91.108278
4336,RRS,30.26878,-91.108278
4337,RRS,30.26878,-91.108278
4338,RRS,30.26878,-91.108278
4340,RRS,30.26878,-91.108278
4341,RRS,30.26878,-91.108278
4342,RRS,30.26878,-91.108278
4343,RRS,30.26878,-91.108278
4345,RRS,30.26878,-91.108278
4346,RRS,30.26878,-91.108278
4347,RRS,30.26878,-91.108278
4348,RRS,30.26878,-91.108278
4349,RRS,30.26878,-91.108278
4350,RRS,30.26878,-91.108278
4352,RRS,30.26878,-91.108278
4353,RRS,30.26878,-91.108278
4354,RRS,30.26878,-91.108278
4355,RRS,30.26878,-91.108278
4356,RRS,30.26878,-91.108278
4357,RRS,30.26878,-91.108278
4358,RRS,30.26878,-91.108278
4359,RRS,30.26878,-91.108278
4361,RRS,30.26878,-91.108278
4366,RRS,30.26878,-91.108278
4367,RRS,30.26878,-91.108278
4369,RRS,30.26878,-91.108278
4370,RRS,30.26878,-91.108278
4371,RRS,30.26878,-91.108278
4372,RRS,30.26878,-91.108278
4373,RRS,30.26878,-91.108278
4374,RRS,30.26878,-91.108278
4375,RRS,30.26878,-91.108278
4377,RRS,30.26878,-91.108278
4379,RRS,30.26878,-91.108278
4382,RRS,30.26878,-91.108278
4383,RRS,30.26878,-91.108278
4384,RRS,30.26878,-91.108278
4385,RRS,30.26878,-91.108278
4386,RRS,30.26878,-91.108278
4387,RRS,30.26878,-91.108278
4388,RRS,30.26878,-91.108278
4390,RRS,30.26878,-91.108278
4391,RRS,30.26878,-91.108278
4392,RRS,30.26878,-91.108278
4393,RRS,30.26878,-91.108278
4396,RRS,30.26878,-91.108278
4397,RRS,30.26878,-91.108278
4398,RRS,30.26878,-91.108278
4399,RRS,30.26878,-91.108278
4400,RRS,30.26878,-91.108278
4401,RRS,30.26878,-91.108278
4402,RRS,30.26878,-91.108278
4403,RRS,30.26878,-91.108278
4404,RRS,30.26878,-91.108278
4405,RRS,30.26878,-91.108278
4406,RRS,30.26878,-91.108278
4407,RRS,30.26878,-91.108278
4408,RRS,30.26878,-91.108278
4409,RRS,30.26878,-91.108278
4410,RRS,30.26878,-91.108278
4413,RRS,30.26878,-91.108278
4414,RRS,30.26878,-91.108278
4415,RRS,30.26878,-91.108278
4418,RRS,30.26878,-91.108278
4419,RRS,30.26878,-91.108278
4420,RRS,30.26878,-91.108278
4421,RRS,30.26878,-91.108278
4422,RRS,30.26878,-91.108278
4423,RRS,30.26878,-91.108278
4424,RRS,30.26878,-91.108278
4425,RRS,30.26878,-91.108278
4426,RRS,30.26878,-91.108278
4427,RRS,30.26878,-91.108278
4428,RRS,30.26878,-91.108278
4429,RRS,30.26878,-91.108278
4430,RRS,30.26878,-91.108278
4431,RRS,30.26878,-91.108278
4432,RRS,30.26878,-91.108278
4433,RRS,30.26878,-91.108278
4434,RRS,30.26878,-91.108278
4435,RRS,30.26878,-91.108278
4437,RRS,30.26878,-91.108278
4438,RRS,30.26878,-91.108278
4439,RRS,30.26878,-91.108278
4440,RRS,30.26878,-91.108278
4442,RRS,30.26878,-91.108278
4443,RRS,30.26878,-91.108278
4444,RRS,30.26878,-91.108278
4445,RRS,30.26878,-91.108278
4446,RRS,30.26878,-91.108278
4447,RRS,30.26878,-91.108278
4448,RRS,30.26878,-91.108278
4450,RRS,30.26878,-91.108278
4451,RRS,30.26878,-91.108278
4452,RRS,30.26878,-91.108278
4454,RRS,30.26878,-91.108278
4455,RRS,30.26878,-91.108278
4456,RRS,30.26878,-91.108278
4458,RRS,30.26878,-91.108278
4459,RRS,30.26878,-91.108278
4460,RRS,30.26878,-91.108278
4461,RRS,30.26878,-91.108278
4462,RRS,30.26878,-91.108278
4463,RRS,30.26878,-91.108278
4464,RRS,30.26878,-91.108278
4466,RRS,30.26878,-91.108278
4467,RRS,30.26878,-91.108278
4468,RRS,30.26878,-91.108278
4469,RRS,30.26878,-91.108278
4470,RRS,30.26878,-91.108278
4471,RRS,30.26878,-91.108278
4472,RRS,30.26878,-91.108278
4473,RRS,30.26878,-91.108278
4474,RRS,30.26878,-91.108278
4475,RRS,30.26878,-91.108278
4477,RRS,30.26878,-91.108278
4479,RRS,30.26878,-91.108278
4480,RRS,30.26878,-91.108278
4481,RRS,30.26878,-91.108278
4482,RRS,30.26878,-91.108278
4483,RRS,30.26878,-91.108278
4485,RRS,30.26878,-91.108278
4486,RRS,30.26878,-91.108278
4487,RRS,30.26878,-91.108278
4488,RRS,30.26878,-91.108278
4489,RRS,30.26878,-91.108278
4490,RRS,30.26878,-91.108278
4492,RRS,30.26878,-91.108278
4493,RRS,30.26878,-91.108278
4494,RRS,30.26878,-91.108278
4496,RRS,30.26878,-91.108278
4497,RRS,30.26878,-91.108278
4499,RRS,30.26878,-91.108278
4500,RRS,30.26878,-91.108278
4501,RRS,30.26878,-91.108278
4502,RRS,30.26878,-91.108278
4503,RRS,30.26878,-91.108278
4504,RRS,30.26878,-91.108278
4505,RRS,30.26878,-91.108278
4506,RRS,30.26878,-91.108278
4507,RRS,30.26878,-91.108278
4508,RRS,30.26878,-91.108278
4509,RRS,30.26878,-91.108278
4510,RRS,30.26878,-91.108278
4511,RRS,30.26878,-91.108278
4512,RRS,30.26878,-91.108278
4514,RRS,30.26878,-91.108278
4515,RRS,30.26878,-91.108278
4516,RRS,30.26878,-91.108278
4517,RRS,30.26878,-91.108278
4518,RRS,30.26878,-91.108278
4520,RRS,30.26878,-91.108278
4522,RRS,30.26878,-91.108278
4523,RRS,30.26878,-91.108278
4524,RRS,30.26878,-91.108278
4526,RRS,30.26878,-91.108278
4527,RRS,30.26878,-91.108278
4528,RRS,30.26878,-91.108278
4529,RRS,30.26878,-91.108278
4530,RRS,30.26878,-91.108278
4531,RRS,30.26878,-91.108278
4532,RRS,30.26878,-91.108278
4533,RRS,30.26878,-91.108278
4534,RRS,30.26878,-91.108278
4535,RRS,30.26878,-91.108278
4537,RRS,30.26878,-91.108278
4538,RRS,30.26878,-91.108278
4539,RRS,30.26878,-91.108278
4540,RRS,30.26878,-91.108278
4542,RRS,30.26878,-91.108278
4543,RRS,30.26878,-91.108278
4544,RRS,30.26878,-91.108278
4545,RRS,30.26878,-91.108278
4546,RRS,30.26878,-91.108278
4547,RRS,30.26878,-91.108278
4548,RRS,30.26878,-91.108278
4550,RRS,30.26878,-91.108278
4551,RRS,30.26878,-91.108278
4552,RRS,30.26878,-91.108278
4553,RRS,30.26878,-91.108278
4554,RRS,30.26878,-91.108278
4555,RRS,30.26878,-91.108278
4557,RRS,30.26878,-91.108278
4558,RRS,30.26878,-91.108278
4559,RRS,30.26878,-91.108278
4560,RRS,30.26878,-91.108278
4561,RRS,30.26878,-91.108278
4562,RRS,30.26878,-91.108278
4564,RRS,30.26878,-91.108278
4565,RRS,30.26878,-91.108278
4566,RRS,30.26878,-91.108278
4567,RRS,30.26878,-91.108278
4568,RRS,30.26878,-91.108278
4569,RRS,30.26878,-91.108278
4571,RRS,30.26878,-91.108278
4572,RRS,30.26878,-91.108278
4573,RRS,30.26878,-91.108278
4574,RRS,30.26878,-91.108278
4575,RRS,30.26878,-91.108278
4576,RRS,30.26878,-91.108278
4577,RRS,30.26878,-91.108278
4578,RRS,30.26878,-91.108278
4579,RRS,30.26878,-91.108278
4582,RRS,30.26878,-91.108278
4583,RRS,30.26878,-91.108278
4584,RRS,30.26878,-91.108278
4312,Catahoula,31.76241,-91.824753
4313,Catahoula,31.76241,-91.824753
4314,Catahoula,31.76241,-91.824753
4315,Catahoula,31.76241,-91.824753
4316,Catahoula,31.76241,-91.824753
4319,Catahoula,31.76241,-91.824753
4320,Catahoula,31.76241,-91.824753
4321,Catahoula,31.76241,-91.824753
4322,Catahoula,31.76241,-91.824753
4323,Catahoula,31.76241,-91.824753
4324,Catahoula,31.76241,-91.824753
4326,Catahoula,31.76241,-91.824753
4327,Catahoula,31.76241,-91.824753
4328,Catahoula,31.76241,-91.824753
4329,Catahoula,31.76241,-91.824753
4331,Catahoula,31.76241,-91.824753
4332,Catahoula,31.76241,-91.824753
4333,Catahoula,31.76241,-91.824753
4334,Catahoula,31.76241,-91.824753
4335,Catahoula,31.76241,-91.824753
4336,Catahoula,31.76241,-91.824753
4337,Catahoula,31.76241,-91.824753
4338,Catahoula,31.76241,-91.824753
4340,Catahoula,31.76241,-91.824753
4341,Catahoula,31.76241,-91.824753
4342,Catahoula,31.76241,-91.824753
4343,Catahoula,31.76241,-91.824753
4345,Catahoula,31.76241,-91.824753
4346,Catahoula,31.76241,-91.824753
4347,Catahoula,31.76241,-91.824753
4348,Catahoula,31.76241,-91.824753
4349,Catahoula,31.76241,-91.824753
4350,Catahoula,31.76241,-91.824753
4352,Catahoula,31.76241,-91.824753
4353,Catahoula,31.76241,-91.824753
4354,Catahoula,31.76241,-91.824753
4355,Catahoula,31.76241,-91.824753
4356,Catahoula,31.76241,-91.824753
4357,Catahoula,31.76241,-91.824753
4358,Catahoula,31.76241,-91.824753
4359,Catahoula,31.76241,-91.824753
4361,Catahoula,31.76241,-91.824753
4366,Catahoula,31.76241,-91.824753
4367,Catahoula,31.76241,-91.824753
4369,Catahoula,31.76241,-91.824753
4370,Catahoula,31.76241,-91.824753
4371,Catahoula,31.76241,-91.824753
4372,Catahoula,31.76241,-91.824753
4373,Catahoula,31.76241,-91.824753
4374,Catahoula,31.76241,-91.824753
4375,Catahoula,31.76241,-91.824753
4377,Catahoula,31.76241,-91.824753
4379,Catahoula,31.76241,-91.824753
4382,Catahoula,31.76241,-91.824753
4383,Catahoula,31.76241,-91.824753
4384,Catahoula,31.76241,-91.824753
4385,Catahoula,31.76241,-91.824753
4386,Catahoula,31.76241,-91.824753
4387,Catahoula,31.76241,-91.824753
4388,Catahoula,31.76241,-91.824753
4390,Catahoula,31.76241,-91.824753
4391,Catahoula,31.76241,-91.824753
4392,Catahoula,31.76241,-91.824753
4393,Catahoula,31.76241,-91.824753
4396,Catahoula,31.76241,-91.824753
4397,Catahoula,31.76241,-91.824753
4398,Catahoula,31.76241,-91.824753
4399,Catahoula,31.76241,-91.824753
4400,Catahoula,31.76241,-91.824753
4401,Catahoula,31.76241,-91.824753
4402,Catahoula,31.76241,-91.824753
4403,Catahoula,31.76241,-91.824753
4404,Catahoula,31.76241,-91.824753
4405,Catahoula,31.76241,-91.824753
4406,Catahoula,31.76241,-91.824753
4407,Catahoula,31.76241,-91.824753
4408,Catahoula,31.76241,-91.824753
4409,Catahoula,31.76241,-91.824753
4410,Catahoula,31.76241,-91.824753
4413,Catahoula,31.76241,-91.824753
4414,Catahoula,31.76241,-91.824753
4415,Catahoula,31.76241,-91.824753
4418,Catahoula,31.76241,-91.824753
4419,Catahoula,31.76241,-91.824753
4420,Catahoula,31.76241,-91.824753
4421,Catahoula,31.76241,-91.824753
4422,Catahoula,31.76241,-91.824753
4423,Catahoula,31.76241,-91.824753
4424,Catahoula,31.76241,-91.824753
4425,Catahoula,31.76241,-91.824753
4426,Catahoula,31.76241,-91.824753
4427,Catahoula,31.76241,-91.824753
4428,Catahoula,31.76241,-91.824753
4429,Catahoula,31.76241,-91.824753
4430,Catahoula,31.76241,-91.824753
4431,Catahoula,31.76241,-91.824753
4432,Catahoula,31.76241,-91.824753
4433,Catahoula,31.76241,-91.824753
4434,Catahoula,31.76241,-91.824753
4435,Catahoula,31.76241,-91.824753
4437,Catahoula,31.76241,-91.824753
4438,Catahoula,31.76241,-91.824753
4439,Catahoula,31.76241,-91.824753
4440,Catahoula,31.76241,-91.824753
4442,Catahoula,31.76241,-91.824753
4443,Catahoula,31.76241,-91.824753
4444,Catahoula,31.76241,-91.824753
4445,Catahoula,31.76241,-91.824753
4446,Catahoula,31.76241,-91.824753
4447,Catahoula,31.76241,-91.824753
4448,Catahoula,31.76241,-91.824753
4450,Catahoula,31.76241,-91.824753
4451,Catahoula,31.76241,-91.824753
4452,Catahoula,31.76241,-91.824753
4454,Catahoula,31.76241,-91.824753
4455,Catahoula,31.76241,-91.824753
4456,Catahoula,31.76241,-91.824753
4458,Catahoula,31.76241,-91.824753
4459,Catahoula,31.76241,-91.824753
4460,Catahoula,31.76241,-91.824753
4461,Catahoula,31.76241,-91.824753
4462,Catahoula,31.76241,-91.824753
4463,Catahoula,31.76241,-91.824753
4464,Catahoula,31.76241,-91.824753
4466,Catahoula,31.76241,-91.824753
4467,Catahoula,31.76241,-91.824753
4468,Catahoula,31.76241,-91.824753
4469,Catahoula,31.76241,-91.824753
4470,Catahoula,31.76241,-91.824753
4471,Catahoula,31.76241,-91.824753
4472,Catahoula,31.76241,-91.824753
4473,Catahoula,31.76241,-91.824753
4474,Catahoula,31.76241,-91.824753
4475,Catahoula,31.76241,-91.824753
4477,Catahoula,31.76241,-91.824753
4479,Catahoula,31.76241,-91.824753
4480,Catahoula,31.76241,-91.824753
4481,Catahoula,31.76241,-91.824753
4482,Catahoula,31.76241,-91.824753
4483,Catahoula,31.76241,-91.824753
4485,Catahoula,31.76241,-91.824753
4486,Catahoula,31.76241,-91.824753
4487,Catahoula,31.76241,-91.824753
4488,Catahoula,31.76241,-91.824753
4489,Catahoula,31.76241,-91.824753
4490,Catahoula,31.76241,-91.824753
4492,Catahoula,31.76241,-91.824753
4493,Catahoula,31.76241,-91.824753
4494,Catahoula,31.76241,-91.824753
4496,Catahoula,31.76241,-91.824753
4497,Catahoula,31.76241,-91.824753
4499,Catahoula,31.76241,-91.824753
4500,Catahoula,31.76241,-91.824753
4501,Catahoula,31.76241,-91.824753
4502,Catahoula,31.76241,-91.824753
4503,Catahoula,31.76241,-91.824753
4504,Catahoula,31.76241,-91.824753
4505,Catahoula,31.76241,-91.824753
4506,Catahoula,31.76241,-91.824753
4507,Catahoula,31.76241,-91.824753
4508,Catahoula,31.76241,-91.824753
4509,Catahoula,31.76241,-91.824753
4510,Catahoula,31.76241,-91.824753
4511,Catahoula,31.76241,-91.824753
4512,Catahoula,31.76241,-91.824753
4514,Catahoula,31.76241,-91.824753
4515,Catahoula,31.76241,-91.824753
4516,Catahoula,31.76241,-91.824753
4517,Catahoula,31.76241,-91.824753
4518,Catahoula,31.76241,-91.824753
4520,Catahoula,31.76241,-91.824753
4522,Catahoula,31.76241,-91.824753
4523,Catahoula,31.76241,-91.824753
4524,Catahoula,31.76241,-91.824753
4526,Catahoula,31.76241,-91.824753
4527,Catahoula,31.76241,-91.824753
4528,Catahoula,31.76241,-91.824753
4529,Catahoula,31.76241,-91.824753
4530,Catahoula,31.76241,-91.824753
4531,Catahoula,31.76241,-91.824753
4532,Catahoula,31.76241,-91.824753
4533,Catahoula,31.76241,-91.824753
4534,Catahoula,31.76241,-91.824753
4535,Catahoula,31.76241,-91.824753
4537,Catahoula,31.76241,-91.824753
4538,Catahoula,31.76241,-91.824753
4539,Catahoula,31.76241,-91.824753
4540,Catahoula,31.76241,-91.824753
4542,Catahoula,31.76241,-91.824753
4543,Catahoula,31.76241,-91.824753
4544,Catahoula,31.76241,-91.824753
4545,Catahoula,31.76241,-91.824753
4546,Catahoula,31.76241,-91.824753
4547,Catahoula,31.76241,-91.824753
4548,Catahoula,31.76241,-91.824753
4550,Catahoula,31.76241,-91.824753
4551,Catahoula,31.76241,-91.824753
4552,Catahoula,31.76241,-91.824753
4553,Catahoula,31.76241,-91.824753
4554,Catahoula,31.76241,-91.824753
4555,Catahoula,31.76241,-91.824753
4557,Catahoula,31.76241,-91.824753
4558,Catahoula,31.76241,-91.824753
4559,Catahoula,31.76241,-91.824753
4560,Catahoula,31.76241,-91.824753
4561,Catahoula,31.76241,-91.824753
4562,Catahoula,31.76241,-91.824753
4564,Catahoula,31.76241,-91.824753
4565,Catahoula,31.76241,-91.824753
4566,Catahoula,31.76241,-91.824753
4567,Catahoula,31.76241,-91.824753
4568,Catahoula,31.76241,-91.824753
4569,Catahoula,31.76241,-91.824753
4571,Catahoula,31.76241,-91.824753
4572,Catahoula,31.76241,-91.824753
4573,Catahoula,31.76241,-91.824753
4574,Catahoula,31.76241,-91.824753
4575,Catahoula,31.76241,-91.824753
4576,Catahoula,31.76241,-91.824753
4577,Catahoula,31.76241,-91.824753
4578,Catahoula,31.76241,-91.824753
4579,Catahoula,31.76241,-91.824753
4582,Catahoula,31.76241,-91.824753
4583,Catahoula,31.76241,-91.824753
4584,Catahoula,31.76241,-91.824753
4312,BenHur,30.36716,-91.168673
4313,BenHur,30.36716,-91.168673
4314,BenHur,30.36716,-91.168673
4315,BenHur,30.36716,-91.168673
4316,BenHur,30.36716,-91.168673
4319,BenHur,30.36716,-91.168673
4320,BenHur,30.36716,-91.168673
4321,BenHur,30.36716,-91.168673
4322,BenHur,30.36716,-91.168673
4323,BenHur,30.36716,-91.168673
4324,BenHur,30.36716,-91.168673
4326,BenHur,30.36716,-91.168673
4327,BenHur,30.36716,-91.168673
4328,BenHur,30.36716,-91.168673
4329,BenHur,30.36716,-91.168673
4331,BenHur,30.36716,-91.168673
4332,BenHur,30.36716,-91.168673
4333,BenHur,30.36716,-91.168673
4334,BenHur,30.36716,-91.168673
4335,BenHur,30.36716,-91.168673
4336,BenHur,30.36716,-91.168673
4337,BenHur,30.36716,-91.168673
4338,BenHur,30.36716,-91.168673
4340,BenHur,30.36716,-91.168673
4341,BenHur,30.36716,-91.168673
4342,BenHur,30.36716,-91.168673
4343,BenHur,30.36716,-91.168673
4345,BenHur,30.36716,-91.168673
4346,BenHur,30.36716,-91.168673
4347,BenHur,30.36716,-91.168673
4348,BenHur,30.36716,-91.168673
4349,BenHur,30.36716,-91.168673
4350,BenHur,30.36716,-91.168673
4352,BenHur,30.36716,-91.168673
4353,BenHur,30.36716,-91.168673
4354,BenHur,30.36716,-91.168673
4355,BenHur,30.36716,-91.168673
4356,BenHur,30.36716,-91.168673
4357,BenHur,30.36716,-91.168673
4358,BenHur,30.36716,-91.168673
4359,BenHur,30.36716,-91.168673
4361,BenHur,30.36716,-91.168673
4366,BenHur,30.36716,-91.168673
4367,BenHur,30.36716,-91.168673
4369,BenHur,30.36716,-91.168673
4370,BenHur,30.36716,-91.168673
4371,BenHur,30.36716,-91.168673
4372,BenHur,30.36716,-91.168673
4373,BenHur,30.36716,-91.168673
4374,BenHur,30.36716,-91.168673
4375,BenHur,30.36716,-91.168673
4377,BenHur,30.36716,-91.168673
4379,BenHur,30.36716,-91.168673
4382,BenHur,30.36716,-91.168673
4383,BenHur,30.36716,-91.168673
4384,BenHur,30.36716,-91.168673
4385,BenHur,30.36716,-91.168673
4386,BenHur,30.36716,-91.168673
4387,BenHur,30.36716,-91.168673
4388,BenHur,30.36716,-91.168673
4390,BenHur,30.36716,-91.168673
4391,BenHur,30.36716,-91.168673
4392,BenHur,30.36716,-91.168673
4393,BenHur,30.36716,-91.168673
4396,BenHur,30.36716,-91.168673
4397,BenHur,30.36716,-91.168673
4398,BenHur,30.36716,-91.168673
4399,BenHur,30.36716,-91.168673
4400,BenHur,30.36716,-91.168673
4401,BenHur,30.36716,-91.168673
4402,BenHur,30.36716,-91.168673
4403,BenHur,30.36716,-91.168673
4404,BenHur,30.36716,-91.168673
4405,BenHur,30.36716,-91.168673
4406,BenHur,30.36716,-91.168673
4407,BenHur,30.36716,-91.168673
4408,BenHur,30.36716,-91.168673
4409,BenHur,30.36716,-91.168673
4410,BenHur,30.36716,-91.168673
4413,BenHur,30.36716,-91.168673
4414,BenHur,30.36716,-91.168673
4415,BenHur,30.36716,-91.168673
4418,BenHur,30.36716,-91.168673
4419,BenHur,30.36716,-91.168673
4420,BenHur,30.36716,-91.168673
4421,BenHur,30.36716,-91.168673
4422,BenHur,30.36716,-91.168673
4423,BenHur,30.36716,-91.168673
4424,BenHur,30.36716,-91.168673
4425,BenHur,30.36716,-91.168673
4426,BenHur,30.36716,-91.168673
4427,BenHur,30.36716,-91.168673
4428,BenHur,30.36716,-91.168673
4429,BenHur,30.36716,-91.168673
4430,BenHur,30.36716,-91.168673
4431,BenHur,30.36716,-91.168673
4432,BenHur,30.36716,-91.168673
4433,BenHur,30.36716,-91.168673
4434,BenHur,30.36716,-91.168673
4435,BenHur,30.36716,-91.168673
4437,BenHur,30.36716,-91.168673
4438,BenHur,30.36716,-91.168673
4439,BenHur,30.36716,-91.168673
4440,BenHur,30.36716,-91.168673
4442,BenHur,30.36716,-91.168673
4443,BenHur,30.36716,-91.168673
4444,BenHur,30.36716,-91.168673
4445,BenHur,30.36716,-91.168673
4446,BenHur,30.36716,-91.168673
4447,BenHur,30.36716,-91.168673
4448,BenHur,30.36716,-91.168673
4450,BenHur,30.36716,-91.168673
4451,BenHur,30.36716,-91.168673
4452,BenHur,30.36716,-91.168673
4454,BenHur,30.36716,-91.168673
4455,BenHur,30.36716,-91.168673
4456,BenHur,30.36716,-91.168673
4458,BenHur,30.36716,-91.168673
4459,BenHur,30.36716,-91.168673
4460,BenHur,30.36716,-91.168673
4461,BenHur,30.36716,-91.168673
4462,BenHur,30.36716,-91.168673
4463,BenHur,30.36716,-91.168673
4464,BenHur,30.36716,-91.168673
4466,BenHur,30.36716,-91.168673
4467,BenHur,30.36716,-91.168673
4468,BenHur,30.36716,-91.168673
4469,BenHur,30.36716,-91.168673
4470,BenHur,30.36716,-91.168673
4471,BenHur,30.36716,-91.168673
4472,BenHur,30.36716,-91.168673
4473,BenHur,30.36716,-91.168673
4474,BenHur,30.36716,-91.168673
4475,BenHur,30.36716,-91.168673
4477,BenHur,30.36716,-91.168673
4479,BenHur,30.36716,-91.168673
4480,BenHur,30.36716,-91.168673
4481,BenHur,30.36716,-91.168673
4482,BenHur,30.36716,-91.168673
4483,BenHur,30.36716,-91.168673
4485,BenHur,30.36716,-91.168673
4486,BenHur,30.36716,-91.168673
4487,BenHur,30.36716,-91.168673
4488,BenHur,30.36716,-91.168673
4489,BenHur,30.36716,-91.168673
4490,BenHur,30.36716,-91.168673
4492,BenHur,30.36716,-91.168673
4493,BenHur,30.36716,-91.168673
4494,BenHur,30.36716,-91.168673
4496,BenHur,30.36716,-91.168673
4497,BenHur,30.36716,-91.168673
4499,BenHur,30.36716,-91.168673
4500,BenHur,30.36716,-91.168673
4501,BenHur,30.36716,-91.168673
4502,BenHur,30.36716,-91.168673
4503,BenHur,30.36716,-91.168673
4504,BenHur,30.36716,-91.168673
4505,BenHur,30.36716,-91.168673
4506,BenHur,30.36716,-91.168673
4507,BenHur,30.36716,-91.168673
4508,BenHur,30.36716,-91.168673
4509,BenHur,30.36716,-91.168673
4510,BenHur,30.36716,-91.168673
4511,BenHur,30.36716,-91.168673
4512,BenHur,30.36716,-91.168673
4514,BenHur,30.36716,-91.168673
4515,BenHur,30.36716,-91.168673
4516,BenHur,30.36716,-91.168673
4517,BenHur,30.36716,-91.168673
4518,BenHur,30.36716,-91.168673
4520,BenHur,30.36716,-91.168673
4522,BenHur,30.36716,-91.168673
4523,BenHur,30.36716,-91.168673
4524,BenHur,30.36716,-91.168673
4526,BenHur,30.36716,-91.168673
4527,BenHur,30.36716,-91.168673
4528,BenHur,30.36716,-91.168673
4529,BenHur,30.36716,-91.168673
4530,BenHur,30.36716,-91.168673
4531,BenHur,30.36716,-91.168673
4532,BenHur,30.36716,-91.168673
4533,BenHur,30.36716,-91.168673
4534,BenHur,30.36716,-91.168673
4535,BenHur,30.36716,-91.168673
4537,BenHur,30.36716,-91.168673
4538,BenHur,30.36716,-91.168673
4539,BenHur,30.36716,-91.168673
4540,BenHur,30.36716,-91.168673
4542,BenHur,30.36716,-91.168673
4543,BenHur,30.36716,-91.168673
4544,BenHur,30.36716,-91.168673
4545,BenHur,30.36716,-91.168673
4546,BenHur,30.36716,-91.168673
4547,BenHur,30.36716,-91.168673
4548,BenHur,30.36716,-91.168673
4550,BenHur,30.36716,-91.168673
4551,BenHur,30.36716,-91.168673
4552,BenHur,30.36716,-91.168673
4553,BenHur,30.36716,-91.168673
4554,BenHur,30.36716,-91.168673
4555,BenHur,30.36716,-91.168673
4557,BenHur,30.36716,-91.168673
4558,BenHur,30.36716,-91.168673
4559,BenHur,30.36716,-91.168673
4560,BenHur,30.36716,-91.168673
4561,BenHur,30.36716,-91.168673
4562,BenHur,30.36716,-91.168673
4564,BenHur,30.36716,-91.168673
4565,BenHur,30.36716,-91.168673
4566,BenHur,30.36716,-91.168673
4567,BenHur,30.36716,-91.168673
4568,BenHur,30.36716,-91.168673
4569,BenHur,30.36716,-91.168673
4571,BenHur,30.36716,-91.168673
4572,BenHur,30.36716,-91.168673
4573,BenHur,30.36716,-91.168673
4574,BenHur,30.36716,-91.168673
4575,BenHur,30.36716,-91.168673
4576,BenHur,30.36716,-91.168673
4577,BenHur,30.36716,-91.168673
4578,BenHur,30.36716,-91.168673
4579,BenHur,30.36716,-91.168673
4582,BenHur,30.36716,-91.168673
4583,BenHur,30.36716,-91.168673
4584,BenHur,30.36716,-91.168673
